"Episode"	"Scene"	"Scene_info"	"Character_name"	"Line"	"Gender"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"MAX"	"Tanya! Tanya it's me. I wanna give Oscar a New Year kiss. Tan?"	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"SEAN"	"Right. I'll have a word."	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"TANYA"	"No no no leave it, leave it. He ain't got a key. He'll go away. Do you want some crisps?"	"FEMALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"MAX"	"Who, who you got in there, Tan? Tan, I've got a right to know who my kids are being exposed to. I bet you ain't got anyone have ya? You're just sitting there with a bottle of wine all on your Jack, Tan?"	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"SEAN"	"We're busy."	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"TANYA"	"I told you to ignore it."	"FEMALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"SEAN"	"You ain't wanted here."	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"MAX"	"What, what are you? Tanya's bodyguard?"	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"TANYA"	"Just go away will you, Max."	"FEMALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"MAX"	"He's a psychopath."	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"TANYA"	"He's a friend."	"FEMALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"MAX"	"Yeah? I don't want him under the same roof as my boy."	"MALE"
"1350"	"18"	"BRANNINGS' HOUSE INT NIGHT"	"SEAN"	"Oh yeah, yeah yeah yeah. 'Cause you're the moral majority, ain't you Max?"	"MALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"ROXY"	"Hello? I got your text. Phil's let me knock off early. Oh, oh now, you see, now this is more like it..."	"FEMALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"OTHER"	"Well I'm so glad that you approve. I'm looking forward to an enchanting evening. Won't you park your backside down there?"	"MALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"ROXY"	"Where is Jase?"	"FEMALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"OTHER"	"He's at work obviously. He has to pay the rent. He don't live juice free life like you do."	"MALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"ROXY"	"But he texted me."	"FEMALE"
"1350"	"23"	"CHIPPY FLAT INT NIGHT"	"OTHER"	"Well er... Sort of. And seeing as we're both at a loose end. Rushing off so soon? I've got a swiss roll with your name on it."	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"JACK"	"It's on the house. Are you alright?"	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"TANYA"	"Yep."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"JACK"	"I left the night wallet at home. I'm gonna be about ten minutes."	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"RONNIE"	"Okay."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"JACK"	"Are you alright? You've been a bit off since you got here."	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Are you alright?"	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"I might call it a night."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Eh, Shab, you what? We've only been here a couple of hours. It's not midnight for ages."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"I think I should spend it with my family."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Oh great, this is her her Mum giving her the guilt trip. It's not right Shab."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Night."	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Gal, can you do us a favour?"	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Yeah course."	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"It's just that guy over there's been giving me the eye all night. So can you go and stand over there, cause I don't want him getting the wrong idea do I?"	"FEMALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"You can do better than that."	"MALE"
"1350"	"24"	"R&R INT NIGHT"	"OTHER"	"Garry."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Go away."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Look it's me. Um, yeah, they told me."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"I don't know what to say. It's a nightmare."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Why were you in the car with him?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"He asked me to go with him."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"He asked you to go with him to get a window changed?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Yeah."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Oh. Was there something going on?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Between us? Of course not."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"No I mean, was he up to something? Something dodgy?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"We just went to get Yolande's window fixed."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Why didn't you just get a bit of cardboard over it and forget it?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"I don't know. It's New Years Eve, people might've vandalised it."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Yeah. So, er, what"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Didn't they tell you?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"I'm asking you."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Well, I really don't want to go into details-"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"I really don't want to be a widow but I am."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"We were driving along and the bonnet flew up."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"How could the bonnet just fly up?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Maybe it wasn't shut properly. I don't know. It just happened."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Then what? Eh? Was it quick? Did he go quick?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Denise..."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Just tell me."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"The shock must've been severe. He didn't mention it."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Did he say anything?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Not much."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"What did you do?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"I rang an ambulance and sat with him."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Did he say anything?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"He said, he said that he didn't wanna go there. He said if he had to go he wanted it to be with you, with your hand on his face."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Are you lying to me? Are you just-"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"That's what he said."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Right ok, then. That was it? Those were his last words?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Yes."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"What, what did he look like? Did he, did he look scared?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Yeah."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"And did he do anything else?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"He kissed me."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"He what?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"He kissed me and he told me to give it to you."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Do you want a drink?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"No."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Have one."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Have you told Carly?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Not yet."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"Oh, do you know where she is?"	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Um, I think she's at the club."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"OTHER"	"I'll wait til she comes in and I'll, yeah, I'll sit them all down."	"FEMALE"
"1350"	"27"	"[NAME]'S FLAT INT NIGHT"	"SHIRLEY"	"Denise? Can I be there too?"	"FEMALE"
"1350"	"28"	"R&R INT NIGHT"	"OTHER"	"Ere, I was thinking, right, me and you shoudl make a deal. You know, come midnight, if neither of us have pulled, eh? What do you reckon? Feel free to think about it."	"MALE"
"1350"	"28"	"R&R INT NIGHT"	"ROXY"	"Oi! Come to apologise have you? Well it's too late, cause there's someone else on the scene."	"FEMALE"
"1350"	"28"	"R&R INT NIGHT"	"OTHER"	"Oi, oi. Excuse me, I was talking to him actually."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"I wanted to stay til midnight."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"Me too. Ben's Dad was going to let off fireworks."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"TANYA"	"Well, I wanted us all to be together."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"You've changed your mind like a yo-yo today Mum."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"TANYA"	"That's a Mother's perogative. Go and get your jim-jams on- we can all watch big ben together with a tub of ice-cream. Bye."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"MAX"	"I want to talk to you about Sean."	"MALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"TANYA"	"I don't want to hear any of your crap. Just get out of the house Max before I scream- don't think I won't."	"FEMALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"MAX"	"You're losing it."	"MALE"
"1350"	"30"	"[NAME]'S HOUSE INT NIGHT"	"TANYA"	"I said get out!"	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"I hate new year. Every year it's the same. And dunno why we put ourselves through it? Next year, someone's gonna have to stop me. What are you all just sitting here for? Mmm?"	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"Sit down, darling. I've um, I've got something I have to tell you. A few hours ago ... Kevin had an accident."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"And the ambulance got to him as quick as he could. And they...they did everything they could. They tried ... they tried. But he... He died."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"No. He couldn't have. But I don't believe it. Mum...."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"SHIRLEY"	"Carly?"	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"He's not dead."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"SHIRLEY"	"I was there."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"It's not true."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"It is. The police told me."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"I want to see him. Where is he? Where is he?"	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"He's at the hospital darling you can't."	"FEMALE"
"1350"	"31"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"I want to see him. I want to see my Dad."	"FEMALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"JACK"	"So that's why you were late? You had a little set up planned?"	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"RONNIE"	"Proper little detective aren't you?"	"FEMALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"JACK"	"Well, how about I pour you a glass of this and take you through what might've happened. So, I would've given you this. Then what?"	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"RONNIE"	"I'd have drunk it."	"FEMALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"JACK"	"And then?"	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"RONNIE"	"I'm doing all the work here Jack, that doesn't bode"	"FEMALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"JACK"	"Fair dos. I think we talk, we'd have a laugh and then that moment would come."	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"RONNIE"	"What moment's that then?"	"FEMALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"JACK"	"The moment where we're too close for it to be friends. The one where I can smell the perfume on your skin and I wonder who is brave enough to ..."	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"OTHER"	"There's a fight! Fight!DAWN/"	"MALE"
"1350"	"32"	"R&R OFFICE INT NIGHT"	"ROXY"	"Come on then"	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"ROXY"	"What is your problem?"	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"OTHER"	"What is your problem?"	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"RONNIE"	"Oi. What the hell is going on here?"	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"ROXY"	"Miss 99p Knickers over here thinks she's the only bird in the club."	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"RONNIE"	"Listen, you have been spoiling for this all night. Home, now."	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"ROXY"	"Don't blame me! Jase get off me."	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"OTHER"	"Just calm yourself down."	"MALE"
"1350"	"33"	"R&R INT NIGHT"	"ROXY"	"Jase, you are chucked from here to Timbuktu."	"FEMALE"
"1350"	"33"	"R&R INT NIGHT"	"RONNIE"	"Get out."	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"ROXY"	"Oh, did I screw everything up?"	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"RONNIE"	"Course not. I'm sorry about Jase."	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"ROXY"	"Oh, I'm over him already. Clean slate for the New Year. What about you?"	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"RONNIE"	"I think I've got someone in line already."	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"ROXY"	"Go back if you like. I'm alright."	"FEMALE"
"1350"	"35"	"[NAME]'S BEDROOM INT NIGHT"	"RONNIE"	"Nah. He'll keep."	"FEMALE"
"1350"	"36"	"MORTUARY WAITING ROOM INT NIGHT"	"OTHER"	"Mrs Wicks..."	"FEMALE"
"1350"	"37"	"MORTUARY INT NIGHT"	"OTHER"	"Up you get. Go on. Get up. Go on. Please. You said that you was gonna be there to kiss me at midnight. Giving one to Shirley to pass on to me. Nah. That don't count."	"FEMALE"
"1350"	"38"	"VIC DOWNSTAIRS INT NIGHT"	"OTHER"	"Here we go. Five, four, three, two, one! Happy New Year!"	"FEMALE"
"1350"	"43"	"R&R INT NIGHT"	"ROXY"	"Midnight and I've got no-one to kiss."	"FEMALE"
"1350"	"44"	"VIC UPSTAIRS INT NIGHT"	"RONNIE"	"2008, best year yet."	"FEMALE"
"1350"	"45"	"MORTUARY INT NIGHT"	"OTHER"	"Happy new year, my darling."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Denise asleep?"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Pills seem to be working."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Best if she's, you know..."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Unconscious?"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Resting."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"In case you change your mind."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Okay?"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Yes. No. I don't know. I feel like I should be...doing something. Helping."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Like what?"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"There must be stuff to do. Arrange the funeral. Get the undertakers."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"You can't."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"At least I'll be doing something instead of just sitting around feeling like--"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"It's New Year's Day."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"I forgot."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Tomorrow, love. There'll be plenty to do tomorrow."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"And today? I'll see you later."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Where're you going?"	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"I dunno. Around. I just have to, you know..."	"FEMALE"
"1351"	"2"	"[NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"There is something you can do. Someone needs to tell Deano."	"FEMALE"
"1351"	"1"	"[NAME] & [NAME]'S HOUSE/BEDROOM INT DAY LIGHT"	"OTHER"	"Mum! Oscar's crying. MUM! He wants you."	"FEMALE"
